16
0000000000000101,0000000000000101,0000000000000011,1111111111111111,0,0,0
0000000000000001,0000000000001010,0000000000010011,0000000000010100,9,1,0
0000000000001011,0000000000010101,0000000000001111,0000000000001010,0,0,0
0000000000000111,0000000000000101,0000000000000110,0000000000001101,0,0,0
0000000000001100,0000000000001100,0000000000001011,0000000000010100,5,9,0
0000000000001010,0000000000010011,0000000000001011,0000000000001000,0,0,0
0000000000001111,0000000000001011,0000000000001000,0000000000010110,0,0,0
0000000000000010,1111111111111111,0000000000000001,0000000000000010,0,0,0
0000000000000011,1111111111111111,0000000000000010,0000000000000100,0,0,0
0000000000001001,0000000000010011,0000000000000110,0000000000000100,1,9,0
0000000000010100,0000000000000110,0000000000001110,0000000000010101,5,13,0
1111111111111111,0000000000000101,0000000000000011,0000000000000100,0,0,0
0000000000010010,0000000000001100,0000000000001010,0000000000001011,0,0,0
0000000000000011,0000000000001100,0000000000001100,0000000000010101,0,0,0
0000000000001100,0000000000001000,0000000000010000,0000000000001110,0,0,0
0000000000000010,1111111111111111,0000000000000100,0000000000000101,0,0,0
0000000000000010,0000000000001110,0000000000001100,0000000000001010,0,0,0
0000000000000111,0000000000001111,0000000000001101,0000000000000111,0,0,0
0000000000001100,0000000000010110,0000000000010000,0000000000010000,0,0,0
0000000000000100,0000000000000100,0000000000000100,1111111111111111,0,0,0
0000000000000111,0000000000010100,0000000000001001,0000000000010100,0,0,0
0000000000001110,0000000000001100,0000000000001100,0000000000000110,0,0,0
0000000000010101,0000000000001010,0000000000010001,0000000000001000,0,0,0
0000000000000110,0000000000001101,0000000000000101,0000000000001101,0,0,0
0000000000001111,0000000000010101,0000000000000111,0000000000010110,0,0,0
0000000000001001,0000000000000011,0000000000000100,0000000000000110,0,0,0
0000000000001010,0000000000001110,0000000000000110,0000000000001001,0,0,0
0000000000001100,0000000000001100,0000000000000111,0000000000001010,0,0,0
0000000000010100,0000000000001100,0000000000000110,0000000000010001,0,0,0
0000000000000100,0000000000000101,0000000000000011,1111111111111111,0,0,0
0000000000001110,0000000000001110,0000000000000111,0000000000010101,0,0,0
0000000000010010,0000000000001111,0000000000010100,0000000000000001,0,0,0
0000000000000101,1111111111111111,0000000000000001,0000000000000101,0,0,0
0000000000010000,0000000000001110,0000000000000011,0000000000000101,0,0,0
0000000000000010,0000000000000010,0000000000000011,1111111111111111,0,0,0
0000000000000100,0000000000000101,0000000000000101,1111111111111111,0,0,0
0000000000000100,0000000000000100,1111111111111111,0000000000000001,0,0,0
0000000000000101,1111111111111111,0000000000000010,0000000000000100,0,0,0
1111111111111111,0000000000000001,0000000000000011,0000000000000001,0,0,0
0000000000001000,0000000000000110,0000000000000011,0000000000001010,0,0,0
0000000000010011,0000000000001100,0000000000001101,0000000000010100,0,0,0
0000000000001100,0000000000000111,0000000000001001,0000000000001100,0,0,0
0000000000001101,0000000000001110,0000000000010101,0000000000010000,0,0,0
0000000000010000,0000000000010110,0000000000000010,0000000000001101,0,0,0
0000000000010110,0000000000010001,0000000000001111,0000000000001011,9,5,0
0000000000000100,0000000000000010,1111111111111111,0000000000000001,0,0,0
0000000000010001,0000000000001010,0000000000001101,0000000000010101,0,0,0
0000000000010001,0000000000010110,0000000000001000,0000000000001110,0,0,0
1111111111111111,0000000000000101,0000000000000001,0000000000000101,0,0,0
0000000000010010,0000000000001110,0000000000001101,0000000000000110,0,0,0
0000000000000111,0000000000000111,0000000000010000,0000000000000011,1,13,0
0000000000010010,0000000000000101,0000000000010000,0000000000000111,0,0,0
0000000000010101,0000000000001110,0000000000010001,0000000000010101,0,0,0
0000000000001010,0000000000001001,0000000000001101,0000000000001001,0,0,0
0000000000000110,0000000000000001,0000000000000111,0000000000010110,0,0,0
0000000000001010,0000000000001110,0000000000010100,0000000000001001,0,0,0
0000000000001110,0000000000010001,0000000000001101,0000000000010110,0,0,0
0000000000001110,0000000000001001,0000000000001100,0000000000001010,0,0,0
0000000000010100,0000000000001010,0000000000010100,0000000000001011,0,0,0
0000000000000101,0000000000001101,0000000000010100,0000000000010010,0,0,0
0000000000010010,0000000000010110,0000000000010000,0000000000010000,0,0,0
0000000000001001,0000000000000111,0000000000000001,0000000000000111,0,0,0
0000000000001001,0000000000000110,0000000000000111,0000000000010001,0,0,0
0000000000000110,0000000000010011,0000000000001000,0000000000010101,0,0,0
0000000000000101,1111111111111111,0000000000000001,0000000000000010,0,0,0
0000000000000011,0000000000010100,0000000000001001,0000000000000111,0,0,0
